Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.20.1-224.0.0.251-5353-5353-17,192.168.20.1,5353,224.0.0.251,5353,17,7/2/2020 19:27,998578,7,1,196.0,28.0,28,28,28.0,0.0,28,28,28.0,0.0,224.3189816,8.011392200000001,142654.0,373871.144,990506.0,120.0,995588.0,165931.3333,403960.5811,990506.0,120.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,56,8,7.009968175,1.001424025,28,28,28.0,0.0,0.0,0,0,0,0,0,0,0,0,0,31.5,28.0,28.0,0,0,0,0,0,0,7,196,1,28,-1,-1,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
192.168.20.1-224.0.0.251-5353-5353-17,192.168.20.1,5353,224.0.0.251,5353,17,5/2/2020 15:08,987069,7,1,266.0,38.0,38,38,38.0,0.0,38,38,38.0,0.0,307.982522,8.10480321,141009.8571,368279.9951,976179.0,13.0,982298.0,163716.3333,398026.7323,976179.0,13.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,56,8,7.091702809,1.013100401,38,38,38.0,0.0,0.0,0,0,0,0,0,0,0,0,0,42.75,38.0,38.0,0,0,0,0,0,0,7,266,1,38,-1,-1,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
192.168.20.1-224.0.0.251-5353-5353-17,192.168.20.1,5353,224.0.0.251,5353,17,7/2/2020 15:01,259,3,1,190.0,38.0,76,38,63.33333333,21.93931023,38,38,38.0,0.0,880308.8803,15444.01544,86.33333333,21.93931023,99.0,61.0,160.0,80.0,26.87005769,99.0,61.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,24,8,11583.01158,3861.003861,38,76,53.2,20.81345719,433.2,0,0,0,0,0,0,0,0,0,66.5,63.33333333,38.0,0,0,0,0,0,0,3,190,1,38,-1,-1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
192.168.20.1-224.0.0.251-5353-5353-17,192.168.20.1,5353,224.0.0.251,5353,17,7/2/2020 15:27,998394,7,1,196.0,28.0,28,28,28.0,0.0,28,28,28.0,0.0,224.3603227,8.012868667000001,142627.7143,372858.5823,988184.0,76.0,994366.0,165727.6667,402921.731,988184.0,76.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,56,8,7.011260084,1.001608583,28,28,28.0,0.0,0.0,0,0,0,0,0,0,0,0,0,31.5,28.0,28.0,0,0,0,0,0,0,7,196,1,28,-1,-1,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
192.168.20.1-224.0.0.251-5353-5353-17,192.168.20.1,5353,224.0.0.251,5353,17,7/2/2020 17:01,8559,3,1,190.0,38.0,76,38,63.33333333,21.93931023,38,38,38.0,0.0,26638.62601,467.3443159,2853.0,2058.20723,4676.0,621.0,5297.0,2648.5,2867.317998,4676.0,621.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,24,8,350.5082369,116.836079,38,76,53.2,20.81345719,433.2,0,0,0,0,0,0,0,0,0,66.5,63.33333333,38.0,0,0,0,0,0,0,3,190,1,38,-1,-1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
192.168.20.1-224.0.0.251-5353-5353-17,192.168.20.1,5353,224.0.0.251,5353,17,5/2/2020 14:34,8002,3,1,190.0,38.0,76,38,63.33333333,21.93931023,38,38,38.0,0.0,28492.87678,499.8750312,2667.333333,2067.773279,4361.0,363.0,3641.0,1820.5,2061.216267,3278.0,363.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,24,8,374.9062734,124.9687578,38,76,53.2,20.81345719,433.2,0,0,0,0,0,0,0,0,0,66.5,63.33333333,38.0,0,0,0,0,0,0,3,190,1,38,-1,-1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
192.168.20.1-224.0.0.251-5353-5353-17,192.168.20.1,5353,224.0.0.251,5353,17,7/2/2020 19:01,8059,3,1,190.0,38.0,76,38,63.33333333,21.93931023,38,38,38.0,0.0,28291.351280000006,496.3394962,2686.333333,2668.815155,5417.0,84.0,5501.0,2750.5,3771.000464,5417.0,84.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,24,8,372.2546222,124.0848741,38,76,53.2,20.81345719,433.2,0,0,0,0,0,0,0,0,0,66.5,63.33333333,38.0,0,0,0,0,0,0,3,190,1,38,-1,-1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
192.168.20.1-224.0.0.251-5353-5353-17,192.168.20.1,5353,224.0.0.251,5353,17,5/2/2020 14:34,8002,3,1,190.0,38.0,76,38,63.33333333,21.93931023,38,38,38.0,0.0,28492.87678,499.8750312,2667.333333,2067.773279,4361.0,363.0,3641.0,1820.5,2061.216267,3278.0,363.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,24,8,374.9062734,124.9687578,38,76,53.2,20.81345719,433.2,0,0,0,0,0,0,0,0,0,66.5,63.33333333,38.0,0,0,0,0,0,0,3,190,1,38,-1,-1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
192.168.20.1-224.0.0.251-5353-5353-17,192.168.20.1,5353,224.0.0.251,5353,17,5/2/2020 12:19,51116033,11,1,494.0,38.0,76,38,44.90909091,15.37175686,38,38,38.0,0.0,10.40769341,0.234760002,4646912.091,15100000.0,50100000.0,47.0,51100000.0,5111251.7,15800000.0,50100000.0,47.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,88,8,0.215196668,0.019563333,38,76,43.84615385,14.27028471,203.6410256,0,0,0,0,0,0,0,0,0,47.5,44.90909091,38.0,0,0,0,0,0,0,11,494,1,38,-1,-1,11,0,7428.0,0.0,7428.0,7428.0,50100000.0,0.0,50100000.0,50100000.0,Normal
192.168.20.1-224.0.0.251-5353-5353-17,192.168.20.1,5353,224.0.0.251,5353,17,7/2/2020 16:19,1002338,3,1,84.0,28.0,28,28,28.0,0.0,28,28,28.0,0.0,111.7387548,3.990669814,334112.6667,576574.3066,999882.0,76.0,999958.0,499979.0,706969.6025,999882.0,76.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,24,8,2.99300236,0.997667453,28,28,28.0,0.0,0.0,0,0,0,0,0,0,0,0,0,35.0,28.0,28.0,0,0,0,0,0,0,3,84,1,28,-1,-1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
192.168.20.1-224.0.0.251-5353-5353-17,192.168.20.1,5353,224.0.0.251,5353,17,5/2/2020 19:20,96024229,13,1,412.0,38.0,76,28,31.69230769,13.31280471,38,38,38.0,0.0,4.686317241999999,0.145796536,7386479.154,20100000.0,72500000.0,66.0,96000000.0,8002011.333,20800000.0,72500000.0,66.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,104,8,0.135382498,0.010414038,28,76,32.53333333,12.52350172,156.83809519999997,0,0,0,0,0,0,0,0,0,34.85714286,31.69230769,38.0,0,0,0,0,0,0,13,412,1,38,-1,-1,13,0,3129058.0,4425024.739,6258023.0,93.0,44400000.0,39800000.0,72500000.0,16300000.0,Normal
192.168.20.1-224.0.0.251-5353-5353-17,192.168.20.1,5353,224.0.0.251,5353,17,7/2/2020 19:46,85775161,35,1,1096.0,28.0,76,28,31.31428571,11.40632288,28,28,28.0,0.0,13.1040267,0.419701923,2450718.886,10500000.0,61300000.0,32.0,85800000.0,2522632.147,10600000.0,61300000.0,32.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,280,8,0.408043536,0.011658387,28,76,31.13513514,11.11096096,123.4534535,0,0,0,0,0,0,0,0,0,32.0,31.31428571,28.0,0,0,0,0,0,0,35,1096,1,28,-1,-1,35,0,5446791.0,1160440.01,6267346.0,4626236.0,36900000.0,34400000.0,61300000.0,12600000.0,Normal
192.168.20.1-224.0.0.251-5353-5353-17,192.168.20.1,5353,224.0.0.251,5353,17,5/2/2020 12:19,51116033,11,1,494.0,38.0,76,38,44.90909091,15.37175686,38,38,38.0,0.0,10.40769341,0.234760002,4646912.091,15100000.0,50100000.0,47.0,51100000.0,5111251.7,15800000.0,50100000.0,47.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,88,8,0.215196668,0.019563333,38,76,43.84615385,14.27028471,203.6410256,0,0,0,0,0,0,0,0,0,47.5,44.90909091,38.0,0,0,0,0,0,0,11,494,1,38,-1,-1,11,0,7428.0,0.0,7428.0,7428.0,50100000.0,0.0,50100000.0,50100000.0,Normal
192.168.20.1-224.0.0.251-5353-5353-17,192.168.20.1,5353,224.0.0.251,5353,17,5/2/2020 15:04,11845,3,1,190.0,38.0,76,38,63.33333333,21.93931023,38,38,38.0,0.0,19248.62811,337.69523010000006,3948.333333,5254.363171,9952.0,188.0,10140.0,5070.0,6904.190612,9952.0,188.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,24,8,253.2714225,84.42380751,38,76,53.2,20.81345719,433.2,0,0,0,0,0,0,0,0,0,66.5,63.33333333,38.0,0,0,0,0,0,0,3,190,1,38,-1,-1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
192.168.20.1-224.0.0.251-5353-5353-17,192.168.20.1,5353,224.0.0.251,5353,17,5/2/2020 14:49,110349512,31,1,974.0,38.0,76,28,31.41935484,12.03543156,38,38,38.0,0.0,9.170860674,0.289987689,3559661.677,14700000.0,81000000.0,31.0,110000000.0,3678302.133,14900000.0,81000000.0,31.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,248,8,0.280925574,0.009062115,28,76,31.81818182,11.76184123,138.3409091,0,0,0,0,0,0,0,0,0,32.8125,31.41935484,38.0,0,0,0,0,0,0,31,974,1,38,-1,-1,31,0,6030318.5,8515376.546,12100000.0,9038.0,48600000.0,45800000.0,81000000.0,16300000.0,Normal
192.168.20.1-224.0.0.251-5353-5353-17,192.168.20.1,5353,224.0.0.251,5353,17,7/2/2020 17:16,85777086,35,1,1096.0,28.0,76,28,31.31428571,11.40632288,28,28,28.0,0.0,13.10373262,0.4196925039999999,2450773.886,10500000.0,61300000.0,11.0,85800000.0,2522745.471,10600000.0,61300000.0,11.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,280,8,0.408034379,0.011658125,28,76,31.13513514,11.11096096,123.4534535,0,0,0,0,0,0,0,0,0,32.0,31.31428571,28.0,0,0,0,0,0,0,35,1096,1,28,-1,-1,35,0,5365011.0,1256948.772,6253808.0,4476214.0,37000000.0,34300000.0,61300000.0,12800000.0,Normal
192.168.20.1-224.0.0.251-5353-5353-17,192.168.20.1,5353,224.0.0.251,5353,17,5/2/2020 12:07,1000374,7,1,266.0,38.0,38,38,38.0,0.0,38,38,38.0,0.0,303.8863465,7.997009118999999,142910.5714,376885.0733,997605.0,48.0,999269.0,166544.8333,407134.8329,997605.0,48.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,56,8,6.997382979,0.99962614,38,38,38.0,0.0,0.0,0,0,0,0,0,0,0,0,0,42.75,38.0,38.0,0,0,0,0,0,0,7,266,1,38,-1,-1,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
192.168.20.1-224.0.0.251-5353-5353-17,192.168.20.1,5353,224.0.0.251,5353,17,5/2/2020 14:16,1005141,7,1,266.0,38.0,38,38,38.0,0.0,38,38,38.0,0.0,302.44512960000003,7.959082358,143591.5714,371990.8528,987144.0,54.0,1003778.0,167296.3333,401662.2229,987144.0,54.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,56,8,6.964197062999999,0.994885295,38,38,38.0,0.0,0.0,0,0,0,0,0,0,0,0,0,42.75,38.0,38.0,0,0,0,0,0,0,7,266,1,38,-1,-1,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
192.168.20.1-224.0.0.251-5353-5353-17,192.168.20.1,5353,224.0.0.251,5353,17,7/2/2020 17:46,85782936,35,1,1096.0,28.0,76,28,31.31428571,11.40632288,28,28,28.0,0.0,13.10283901,0.4196638829999999,2450941.029,10500000.0,61300000.0,25.0,85800000.0,2522927.676,10600000.0,61300000.0,25.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,280,8,0.408006553,0.01165733,28,76,31.13513514,11.11096096,123.4534535,0,0,0,0,0,0,0,0,0,32.0,31.31428571,28.0,0,0,0,0,0,0,35,1096,1,28,-1,-1,35,0,5363388.0,1264035.396,6257196.0,4469580.0,37000000.0,34300000.0,61300000.0,12800000.0,Normal
192.168.20.1-224.0.0.251-5353-5353-17,192.168.20.1,5353,224.0.0.251,5353,17,5/2/2020 14:19,109993357,27,1,862.0,38.0,76,28,31.92592593,12.84800471,38,38,38.0,0.0,8.182312319,0.254560828,4073828.037,16800000.0,86500000.0,16.0,110000000.0,4230441.346,17100000.0,86500000.0,16.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,216,8,0.24546937,0.009091458,28,76,32.34482759,12.47934254,155.73399009999997,0,0,0,0,0,0,0,0,0,33.5,31.92592593,38.0,0,0,0,0,0,0,27,862,1,38,-1,-1,27,0,3131995.0,4416426.321,6254880.0,9110.0,51400000.0,49600000.0,86500000.0,16300000.0,Normal
192.168.20.1-224.0.0.251-5353-5353-17,192.168.20.1,5353,224.0.0.251,5353,17,7/2/2020 16:31,13720,3,1,190.0,38.0,76,38,63.33333333,21.93931023,38,38,38.0,0.0,16618.0758,291.5451895,4573.333333,1831.965156,5919.0,2487.0,7801.0,3900.5,1998.99087,5314.0,2487.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,24,8,218.6588921,72.88629738,38,76,53.2,20.81345719,433.2,0,0,0,0,0,0,0,0,0,66.5,63.33333333,38.0,0,0,0,0,0,0,3,190,1,38,-1,-1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
192.168.20.1-224.0.0.251-5353-5353-17,192.168.20.1,5353,224.0.0.251,5353,17,5/2/2020 13:19,109235315,31,1,974.0,38.0,76,28,31.41935484,12.03543156,38,38,38.0,0.0,9.264403183,0.292945555,3523719.839,13700000.0,74900000.0,27.0,109000000.0,3641173.467,13900000.0,74900000.0,27.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,248,8,0.283791007,0.009154549,28,76,31.81818182,11.76184123,138.3409091,0,0,0,0,0,0,0,0,0,32.8125,31.41935484,38.0,0,0,0,0,0,0,31,974,1,38,-1,-1,31,0,2415658.333,3355971.55,6248060.0,2398.0,33700000.0,35900000.0,74900000.0,9796280.0,Normal
192.168.20.1-224.0.0.251-5353-5353-17,192.168.20.1,5353,224.0.0.251,5353,17,7/2/2020 16:27,1006283,7,1,196.0,28.0,28,28,28.0,0.0,28,28,28.0,0.0,222.6013954,7.950049837000001,143754.7143,375267.1551,994741.0,21.0,996333.0,166055.5,405971.6676,994741.0,21.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,56,8,6.956293607,0.99375623,28,28,28.0,0.0,0.0,0,0,0,0,0,0,0,0,0,31.5,28.0,28.0,0,0,0,0,0,0,7,196,1,28,-1,-1,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
192.168.20.1-224.0.0.251-5353-5353-17,192.168.20.1,5353,224.0.0.251,5353,17,7/2/2020 14:01,1416,3,1,190.0,38.0,76,38,63.33333333,21.93931023,38,38,38.0,0.0,161016.9492,2824.858757,472.0,668.6979886,1244.0,73.0,172.0,86.0,18.38477631,99.0,73.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,24,8,2118.644068,706.2146892999998,38,76,53.2,20.81345719,433.2,0,0,0,0,0,0,0,0,0,66.5,63.33333333,38.0,0,0,0,0,0,0,3,190,1,38,-1,-1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
192.168.20.1-224.0.0.251-5353-5353-17,192.168.20.1,5353,224.0.0.251,5353,17,5/2/2020 19:22,1000414,3,1,84.0,28.0,28,28,28.0,0.0,28,28,28.0,0.0,111.9536512,3.998344685,333471.3333,574334.1229,996653.0,383.0,1000031.0,500015.5,702351.4881,996653.0,3378.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,24,8,2.998758514,0.999586171,28,28,28.0,0.0,0.0,0,0,0,0,0,0,0,0,0,35.0,28.0,28.0,0,0,0,0,0,0,3,84,1,28,-1,-1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
192.168.20.1-224.0.0.251-5353-5353-17,192.168.20.1,5353,224.0.0.251,5353,17,7/2/2020 15:16,85769723,35,1,1096.0,28.0,76,28,31.31428571,11.40632288,28,28,28.0,0.0,13.10485753,0.4197285329999999,2450563.514,10500000.0,61300000.0,16.0,85800000.0,2522472.118,10700000.0,61300000.0,16.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,280,8,0.4080694070000001,0.011659126,28,76,31.13513514,11.11096096,123.4534535,0,0,0,0,0,0,0,0,0,32.0,31.31428571,28.0,0,0,0,0,0,0,35,1096,1,28,-1,-1,35,0,4703962.5,2187295.528,6250614.0,3157311.0,37700000.0,33400000.0,61300000.0,14100000.0,Normal
192.168.20.1-224.0.0.251-5353-5353-17,192.168.20.1,5353,224.0.0.251,5353,17,7/2/2020 17:01,8559,3,1,190.0,38.0,76,38,63.33333333,21.93931023,38,38,38.0,0.0,26638.62601,467.3443159,2853.0,2058.20723,4676.0,621.0,5297.0,2648.5,2867.317998,4676.0,621.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,24,8,350.5082369,116.836079,38,76,53.2,20.81345719,433.2,0,0,0,0,0,0,0,0,0,66.5,63.33333333,38.0,0,0,0,0,0,0,3,190,1,38,-1,-1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
